Item Description,UOM,Seq,Pack Type,Price,Last Inventory Qty,Inv Count,Total Price
"PEPPERONI SLI PORK, BEEF 32056",CS,137,1/10LB,$39.55,2.00 CS,1.00 CS,$39.55
"PEPPERONI SLI PORK, BEEF 32056",EA,137,1/10LB,$39.55,0.00 EA,0.00 EA,$0.00
CHICKEN LEG QUARTER IQF MARN,CS,138,48/10.8OZ,$55.04,0.00 CS,0.00 CS,$0.00
CHICKEN LEG QUARTER IQF MARN,EA,138,48/10.8OZ,$1.15,0.00 EA,0.00 EA,$0.00
CHICKEN WING BNLS DING BRD,CS,139,2/5 LB,$45.01,1.00 CS,1.00 CS,$45.01
CHICKEN WING BNLS DING BRD,EA,139,2/5 LB,$22.51,0.00 EA,0.00 EA,$0.00
CHICKEN WING BNLS BRD,CS,140,2/5 LB,$30.04,7.50 CS,7.50 CS,$225.30
CHICKEN WING BNLS BRD,EA,140,2/5 LB,$15.02,0.00 EA,0.00 EA,$0.00
SAUCE PESTO BASIL,CS,141,6/30 OZ,$82.59,4.00 CS,2.00 CS,$165.18
SAUCE PESTO BASIL,EA,141,6/30 OZ,$13.77,0.00 EA,0.00 EA,$0.00
BREAD PANINI MULTIGRN SUNFLOWR,CS,142,6/35.3OZ,$50.05,0.00 CS,0.00 CS,$0.00
BREAD PANINI MULTIGRN SUNFLOWR,EA,142,6/35.3OZ,$8.34,0.00 EA,0.00 EA,$0.00
BROWNIE CHOC CHIP PRCT,CS,143,2/6 LB,$47.51,0.00 CS,0.00 CS,$0.00
BROWNIE CHOC CHIP PRCT,EA,143,2/6 LB,$23.76,0.00 EA,0.00 EA,$0.00
DOUGH COOKIE TRIPLE CHOC,CS,144,80/4.5 OZ,$81.75,4.00 CS,6.00 CS,$490.50
DOUGH COOKIE TRIPLE CHOC,EA,144,80/4.5 OZ,$1.02,0.00 EA,0.00 EA,$0.00
APTZR BEAN GREEN ONION BTRD,CS,145,6/2 LB,$50.07,1.00 CS,1.00 CS,$50.07
APTZR BEAN GREEN ONION BTRD,EA,145,6/2 LB,$8.34,0.00 EA,0.00 EA,$0.00
CHICKEN BRST AIRLINE S/ON 10OZ,CS,146,18/10 OZ,$8.39,80.00 CS,80.00 CS,$671.20
NOODLE CHOW MEIN,CS,147,4/3.5,$42.48,2.00 CS,2.00 CS,$84.96
NOODLE CHOW MEIN,EA,147,4/3.5,$10.62,0.00 EA,0.00 EA,$0.00
BEEF BRISKET PIT SMK PULLED,CS,148,2/5 LB,$129.67,3.00 CS,2.50 CS,$324.17
BEEF BRISKET PIT SMK PULLED,EA,148,2/5 LB,$64.84,0.00 EA,0.00 EA,$0.00
DOUGH COOKIE CHOC CHUNK,CS,149,48/4.8 OZ,$76.09,5.00 CS,4.50 CS,$342.41
DOUGH COOKIE CHOC CHUNK,EA,149,48/4.8 OZ,$1.58,0.00 EA,0.00 EA,$0.00
CRAWFISH TAIL MEAT 100/150,CS,150,24/1 LB,$196.99,1.00 CS,1.00 CS,$196.99
CRAWFISH TAIL MEAT 100/150,EA,150,24/1 LB,$8.21,0.00 EA,0.00 EA,$0.00
BACON CHERRYWOOD SMKD SLI 16-20ct FRZN,LB,151,2/5#,$4.99,0.00 LB,300.00 LB,"$1,497.00"
BACON CHERRYWOOD SMKD SLI 16-20ct FRZN,EA,151,2/5#,$4.99,0.00 EA,0.00 EA,$0.00
BEEF GRND PTY 75/25 SLIDER,CS,152,80/2oz,$45.34,0.00 CS,9.00 CS,$408.06
BEEF GRND PTY 75/25 SLIDER,EA,152,80/2oz,$0.57,0.00 EA,0.00 EA,$0.00
FRANK ALL BEEF WAGYU 4x1,LB,153,2/5# av,$5.75,0.00 LB,40.00 LB,$230.00
PEA GREEN GR A P,CS,154,12/2.5LB,$47.24,0.00 CS,1.00 CS,$47.24
PEA GREEN GR A P,EA,154,12/2.5LB,$3.94,0.00 EA,0.00 EA,$0.00
"CHICKEN THIGH 1/2"" DICED POLLO RICO FRZN",LB,155,2/5#,$0.50,0.00 LB,409.02 LB,$204.51
SEASONING FAJITA,EA,1,1/30OZ,$14.87,0.00 EA,0.00 EA,$0.00
SEASONING FAJITA,EA,1,1/30OZ,$14.87,5.00 EA,4.00 EA,$59.48
DRESSING BLUE CHEESE,CS,2,60/1.5 OZ,$26.42,1.00 CS,0.00 CS,$0.00
DRESSING BLUE CHEESE,EA,2,60/1.5 OZ,$0.44,0.00 EA,0.00 EA,$0.00
TORTILLA CORN WHITE 6 IN FRY,CS,3,6/160CT,$24.72,2.00 CS,2.50 CS,$61.80
TORTILLA CORN WHITE 6 IN FRY,EA,3,6/160CT,$4.12,0.00 EA,0.00 EA,$0.00
FILTER COFFEE PPR U3 18X7.5,CS,4,250/3GAL,$20.16,0.00 CS,0.00 CS,$0.00
FILTER COFFEE PPR U3 18X7.5,EA,4,250/3GAL,$0.08,0.00 EA,0.00 EA,$0.00
TOMATO PASTE FANCY CA,CS,5,6/#10,$57.12,0.00 CS,0.00 CS,$0.00
TOMATO PASTE FANCY CA,EA,5,6/#10,$9.52,5.00 EA,3.00 EA,$28.56
SAUCE SOY TAMARI GLUTEN FREE,CS,6,6/.5 GAL,$74.52,0.00 CS,0.00 CS,$0.00
SAUCE SOY TAMARI GLUTEN FREE,EA,6,6/.5 GAL,$12.42,1.00 EA,0.00 EA,$0.00
SAUCE BBQ SMOKEY,CS,7,4/1GAL,$49.61,0.00 CS,0.00 CS,$0.00
SAUCE BBQ SMOKEY,EA,7,4/1GAL,$12.40,6.00 EA,0.00 EA,$0.00
DRESSING CAESAR CREAMY,CS,8,60/1.5OZ,$23.28,1.00 CS,1.00 CS,$23.28
DRESSING CAESAR CREAMY,EA,8,60/1.5OZ,$0.39,0.00 EA,0.00 EA,$0.00
SAUERKRAUT SHREDDED FCY,CS,9,6/#10,$50.87,0.00 CS,0.00 CS,$0.00
SAUERKRAUT SHREDDED FCY,EA,9,6/#10,$8.48,6.00 EA,6.00 EA,$50.87
SEASONING BLACKENED REDFISH,EA,10,1/23OZ,$12.43,0.00 EA,0.00 EA,$0.00
SEASONING BLACKENED REDFISH,EA,10,1/23OZ,$12.43,0.00 EA,3.00 EA,$37.29
MUSTARD YELLOW PACKETS MILD,CS,11,500/5.6GM,$19.44,2.75 CS,5.00 CS,$97.20
MUSTARD YELLOW PACKETS MILD,EA,11,500/5.6GM,$0.04,0.00 EA,0.00 EA,$0.00
SPICE CHILI POWDER LT,EA,12,1/5.5LB,$54.70,0.00 EA,0.00 EA,$0.00
SPICE CHILI POWDER LT,EA,12,1/5.5LB,$54.70,0.00 EA,0.00 EA,$0.00
WRAP TORTILLA FLOUR 12,CS,13,8/12CT,$24.10,3.50 CS,0.00 CS,$0.00
WRAP TORTILLA FLOUR 12,EA,13,8/12CT,$3.01,0.00 EA,0.00 EA,$0.00
SAUCE PICANTE PACKET MEDIUM,CS,14,200/.5OZ,$17.83,0.50 CS,4.00 CS,$71.32
SAUCE PICANTE PACKET MEDIUM,EA,14,200/.5OZ,$0.09,0.00 EA,0.00 EA,$0.00
COVER PLAS BUN PAN RACK 15MC,CS,15,50/52X80,$17.17,4.00 CS,3.00 CS,$51.51
COVER PLAS BUN PAN RACK 15MC,EA,15,50/52X80,$0.34,0.00 EA,0.00 EA,$0.00
PEPPER JALAPENO SLI NACHO,CS,16,6/#10,$61.98,0.00 CS,0.00 CS,$0.00
PEPPER JALAPENO SLI NACHO,EA,16,6/#10,$10.33,19.00 EA,16.00 EA,$165.28
SPICE ONION GRANULATED,CS,17,3/5.75LB,$159.23,0.00 CS,0.00 CS,$0.00
SPICE ONION GRANULATED,EA,17,3/5.75LB,$53.08,0.00 EA,0.00 EA,$0.00
TOWEL PAPER CENTERPULL BLCHD,CS,18,6/320 CT,$49.39,0.00 CS,0.00 CS,$0.00
TOWEL PAPER CENTERPULL BLCHD,EA,18,6/320 CT,$8.23,0.00 EA,0.00 EA,$0.00
SAUCE TERIYAKI GLAZE,CS,19,6/5LB,$55.92,1.00 CS,1.00 CS,$55.92
SAUCE TERIYAKI GLAZE,EA,19,6/5LB,$9.32,7.00 EA,5.00 EA,$46.60
FLOUR H&R ALL PURPOSE,CS,20,1/50 LB,$16.03,0.00 CS,0.00 CS,$0.00
FLOUR H&R ALL PURPOSE,EA,20,1/50 LB,$16.03,0.00 EA,0.00 EA,$0.00
KETCHUP PACKET FCY,CS,21,1000/9GM,$32.93,3.00 CS,4.00 CS,$131.72
KETCHUP PACKET FCY,EA,21,1000/9GM,$0.03,0.00 EA,0.00 EA,$0.00
SPICE THYME LEAVES WHL,EA,22,1/6OZ,$10.76,0.00 EA,0.00 EA,$0.00
SPICE THYME LEAVES WHL,EA,22,1/6OZ,$10.76,0.00 EA,0.00 EA,$0.00
WRAP SAND 12X12 DRYWAX RED CHK,CS,23,1/2000CT,$57.96,0.00 CS,0.00 CS,$0.00
WRAP SAND 12X12 DRYWAX RED CHK,EA,23,1/2000CT,$57.96,0.00 EA,0.00 EA,$0.00
OIL CANOLA,CS,24,4/1 GAL,$46.47,3.00 CS,0.00 CS,$0.00
OIL CANOLA,EA,24,4/1 GAL,$11.62,8.00 EA,7.00 EA,$81.34
DRESSING BALSAMIC VINGRT,CS,25,60/1.5 OZ,$22.53,1.00 CS,1.00 CS,$22.53
DRESSING BALSAMIC VINGRT,EA,25,60/1.5 OZ,$0.38,0.00 EA,0.00 EA,$0.00
MIX SEASONING TACO,CS,26,6/22 OZ,$61.83,2.00 CS,2.00 CS,$123.66
MIX SEASONING TACO,EA,26,6/22 OZ,$10.31,0.00 EA,0.00 EA,$0.00
MUSTARD DIJON PLS,CS,27,6/32OZ,$44.98,1.00 CS,1.00 CS,$44.98
MUSTARD DIJON PLS,EA,27,6/32OZ,$7.50,2.00 EA,2.00 EA,$14.99
JUICE LEMON,CS,28,4/1GAL,$45.60,3.00 CS,2.75 CS,$125.40
JUICE LEMON,EA,28,4/1GAL,$11.40,0.00 EA,0.00 EA,$0.00
SPICE GARLIC GRANULATED,EA,29,1/25 OZ,$11.66,0.00 EA,0.00 EA,$0.00
SPICE GARLIC GRANULATED,EA,29,1/25 OZ,$11.66,0.00 EA,0.00 EA,$0.00
JUICE LIME,CS,30,4/1GAL,$55.11,0.00 CS,0.00 CS,$0.00
JUICE LIME,EA,30,4/1GAL,$13.78,0.00 EA,0.00 EA,$0.00
PAN FOIL STM TBL MED HVY 2.25,CS,31,100/HALF,$52.32,6.50 CS,4.75 CS,$248.52
PAN FOIL STM TBL MED HVY 2.25,EA,31,100/HALF,$0.52,0.00 EA,0.00 EA,$0.00
JELLY ASST CUP  GRAP SB MIXFRT,CS,32,200/.5OZ,$17.08,5.75 CS,4.00 CS,$68.32
JELLY ASST CUP  GRAP SB MIXFRT,EA,32,200/.5OZ,$0.09,0.00 EA,0.00 EA,$0.00
FLOUR ALL PURP 44,CS,33,1/50 LB,$16.85,2.00 CS,0.00 CS,$0.00
FLOUR ALL PURP 44,EA,33,1/50 LB,$16.85,0.00 EA,0.00 EA,$0.00
DRESSING RANCH CRMY,CS,34,60/1.5 OZ,$19.39,1.00 CS,1.00 CS,$19.39
DRESSING RANCH CRMY,EA,34,60/1.5 OZ,$0.32,0.00 EA,0.00 EA,$0.00
DRESSING ITAL GOLDEN,CS,35,60/1.5 OZ,$19.53,1.00 CS,1.00 CS,$19.53
DRESSING ITAL GOLDEN,EA,35,60/1.5 OZ,$0.33,0.00 EA,0.00 EA,$0.00
MAYONNAISE REAL PACKET,CS,36,200/7/16OZ,$27.27,13.00 CS,16.00 CS,$436.32
MAYONNAISE REAL PACKET,EA,36,200/7/16OZ,$0.14,0.00 EA,0.00 EA,$0.00
SPICE GARLIC PWDR,EA,37,1/21OZ,$19.29,0.00 EA,0.00 EA,$0.00
SPICE GARLIC PWDR,EA,37,1/21OZ,$19.29,0.00 EA,0.00 EA,$0.00
TORTILLA CORN MINI 4.5 INCH,CS,38,6/80CT,$22.07,2.70 CS,2.00 CS,$44.14
TORTILLA CORN MINI 4.5 INCH,EA,38,6/80CT,$3.68,0.00 EA,6.00 EA,$22.07
SPICE ONION POWDER,EA,39,1/5.5LB,$40.77,0.00 EA,0.00 EA,$0.00
SPICE ONION POWDER,EA,39,1/5.5LB,$40.77,0.00 EA,0.00 EA,$0.00
MUSTARD YELLOW PKTS,CS,40,500/7 GM,$14.55,0.00 CS,0.00 CS,$0.00
MUSTARD YELLOW PKTS,EA,40,500/7 GM,$0.03,0.00 EA,0.00 EA,$0.00
DRESSING RANCH HOMESTYLE,CS,41,4/1 GAL,$58.26,4.00 CS,3.00 CS,$174.78
DRESSING RANCH HOMESTYLE,EA,41,4/1 GAL,$14.57,2.00 EA,0.00 EA,$0.00
SPICE PEPPER CAYENNE GRND,EA,42,1/14OZ,$10.43,0.00 EA,0.00 EA,$0.00
SPICE PEPPER CAYENNE GRND,EA,42,1/14OZ,$10.43,3.00 EA,2.00 EA,$20.86
SAUCE SOY GLTN FREE LS SOD 4/1,CS,43,4/1 GAL,$81.66,0.00 CS,0.00 CS,$0.00
SAUCE SOY GLTN FREE LS SOD 4/1,EA,43,4/1 GAL,$20.42,8.00 EA,7.00 EA,$142.94
SPICE POPPY SEED WHL,EA,44,1/20OZ,$11.28,0.00 EA,0.00 EA,$0.00
SPICE POPPY SEED WHL,EA,44,1/20OZ,$11.28,2.00 EA,2.00 EA,$22.56
NUT CASHEW WHL SLTD FCY,CS,45,3/2LB,$102.47,1.75 CS,1.75 CS,$179.32
NUT CASHEW WHL SLTD FCY,EA,45,3/2LB,$34.16,0.00 EA,0.00 EA,$0.00
FOIL ALMN SHEET SLVR 9X10.75,CS,46,6/500 CT,$71.94,1.50 CS,1.00 CS,$71.94
FOIL ALMN SHEET SLVR 9X10.75,EA,46,6/500 CT,$11.99,0.00 EA,0.00 EA,$0.00
BAG PLAS BOPP CLR 5X5 W/TAPE,CS,47,1/1000CT,$22.27,2.00 CS,2.00 CS,$44.54
BAG PLAS BOPP CLR 5X5 W/TAPE,EA,47,1/1000CT,$22.27,0.00 EA,0.00 EA,$0.00
SAUCE HOT,CS,48,24/5FOZ,$62.93,1.00 CS,1.00 CS,$62.93
SAUCE HOT,EA,48,24/5FOZ,$2.62,0.00 EA,0.00 EA,$0.00
BAG PLAS RECLOSE QRT 7X8 XXHVY,CS,49,1/500CT,$19.01,1.25 CS,1.25 CS,$23.76
BAG PLAS RECLOSE QRT 7X8 XXHVY,EA,49,1/500CT,$19.01,0.00 EA,0.00 EA,$0.00
CUP PLAS 12 OZ GRNWARE CLASSIC,CS,50,20/50 CT,$110.13,12.00 CS,14.00 CS,"$1,541.82"
CUP PLAS 12 OZ GRNWARE CLASSIC,EA,50,20/50 CT,$5.51,0.00 EA,0.00 EA,$0.00
STIRRER PLAS STRAW BLK 5.25,CS,51,8/1000CT,$19.96,2.00 CS,2.00 CS,$39.92
STIRRER PLAS STRAW BLK 5.25,EA,51,8/1000CT,$2.50,0.00 EA,0.00 EA,$0.00
PECAN HALF MED FCY RAW,CS,52,1/5 LB,$61.78,0.00 CS,0.00 CS,$0.00
PECAN HALF MED FCY RAW,EA,52,1/5 LB,$61.78,0.00 EA,0.00 EA,$0.00
FILM PVC ROLL 2000FT SLI CUTR,CS,53,1/18IN,$26.51,0.00 CS,4.00 CS,$106.04
FILM PVC ROLL 2000FT SLI CUTR,EA,53,1/18IN,$26.51,0.00 EA,0.00 EA,$0.00
TOPPING STRAWBERRY SLI,CS,54,6/#5,$90.60,0.00 CS,0.00 CS,$0.00
TOPPING STRAWBERRY SLI,EA,54,6/#5,$15.10,10.00 EA,10.00 EA,$151.00
DRESSING MIX RANCH,CS,55,20/3.35OZ,$43.63,3.00 CS,1.50 CS,$65.45
DRESSING MIX RANCH,EA,55,20/3.35OZ,$2.18,0.00 EA,0.00 EA,$0.00
LABEL ROLL USE FRST 2 TRIL,CS,56,1/500CT,$8.84,0.00 CS,0.00 CS,$0.00
LABEL ROLL USE FRST 2 TRIL,EA,56,1/500CT,$8.84,0.00 EA,0.00 EA,$0.00
MARSHMALLOW MINI WHITE,CS,57,12/1 LB,$26.25,5.00 CS,5.00 CS,$131.25
MARSHMALLOW MINI WHITE,EA,57,12/1 LB,$2.19,0.00 EA,0.00 EA,$0.00
TOMATO DICED FCY IN JUICE CA,CS,58,6/#10,$37.38,1.00 CS,1.00 CS,$37.38
TOMATO DICED FCY IN JUICE CA,EA,58,6/#10,$6.23,8.00 EA,3.00 EA,$18.69
quince paste,12/7 oz,59,cs,$42.02,0.00 12/7 oz,0.00 12/7 oz,$0.00
quince paste,EA,59,cs,$42.02,0.00 EA,0.00 EA,$0.00
MIX GUMBO BASE,CS,60,6/1LB,$48.97,0.00 CS,0.00 CS,$0.00
MIX GUMBO BASE,EA,60,6/1LB,$8.16,0.00 EA,0.00 EA,$0.00
SPICE ANISE STAR,CS,61,1/6 OZ,$15.96,0.00 CS,0.00 CS,$0.00
SPICE ANISE STAR,EA,61,1/6 OZ,$15.96,0.00 EA,0.00 EA,$0.00
FILM PVC ROLL 2000  W/SLI CUTR,CS,62,1/24 IN,$36.15,6.00 CS,2.00 CS,$72.30
FILM PVC ROLL 2000  W/SLI CUTR,EA,62,1/24 IN,$36.15,0.00 EA,0.00 EA,$0.00
MIX GRAVY COUNTRY ZTF,CS,63,8/22 OZ,$50.71,5.00 CS,4.00 CS,$202.84
MIX GRAVY COUNTRY ZTF,EA,63,8/22 OZ,$6.34,0.00 EA,0.00 EA,$0.00
SOUP CREAM OF CHICKEN COND,CS,64,12/50 OZ,$63.37,0.00 CS,0.00 CS,$0.00
SOUP CREAM OF CHICKEN COND,EA,64,12/50 OZ,$5.28,0.00 EA,0.00 EA,$0.00
BAG PLAS RECLOSE SLIDE GAL,CS,65,1/250CT,$23.12,0.00 CS,0.00 CS,$0.00
BAG PLAS RECLOSE SLIDE GAL,EA,65,1/250CT,$23.12,0.00 EA,0.00 EA,$0.00
HAIRNET NYLON LRG BLK LT WGT,EA,66,1/144CT,$26.03,0.00 EA,0.00 EA,$0.00
HAIRNET NYLON LRG BLK LT WGT,EA,66,1/144CT,$26.03,5.00 EA,5.00 EA,$130.15
FOIL ALMN ROLL STD WGT 1000 FT,CS,67,1/18IN,$58.02,6.00 CS,6.00 CS,$348.12
FOIL ALMN ROLL STD WGT 1000 FT,EA,67,1/18IN,$58.02,0.00 EA,0.00 EA,$0.00
WRAP FOIL CUSH-FLD 14X16,CS,68,2/500 CT,$98.84,11.00 CS,10.00 CS,$988.40
WRAP FOIL CUSH-FLD 14X16,EA,68,2/500 CT,$49.42,0.00 EA,0.00 EA,$0.00
FORK PLAS PS REFILL BLK SRS T,CS,69,24/40 CT,$45.75,3.00 CS,1.00 CS,$45.75
FORK PLAS PS REFILL BLK SRS T,EA,69,24/40 CT,$1.91,0.00 EA,0.00 EA,$0.00
TEA ICED BAG CLS BLEND,CS,70,32/2.75OZ,$45.83,2.00 CS,2.00 CS,$91.66
TEA ICED BAG CLS BLEND,EA,70,32/2.75OZ,$1.43,0.00 EA,0.00 EA,$0.00
SUGAR PACKET WHITE,CS,71,2000/0.1 OZ,$14.82,0.00 CS,0.00 CS,$0.00
SUGAR PACKET WHITE,EA,71,2000/0.1 OZ,$0.01,0.00 EA,0.00 EA,$0.00
KIT CUTLERY K/F/S/NP/S&P WHT,CS,72,250/EA,$23.24,0.00 CS,0.00 CS,$0.00
KIT CUTLERY K/F/S/NP/S&P WHT,EA,72,250/EA,$0.09,0.00 EA,0.00 EA,$0.00
CUP PLAS PET 16 OZ,CS,73,20/50 CT,$97.22,7.00 CS,4.00 CS,$388.88
CUP PLAS PET 16 OZ,EA,73,20/50 CT,$4.86,0.00 EA,0.00 EA,$0.00
CEREAL HOT OAT QUICK,CS,74,12/42OZ,$63.34,1.00 CS,1.00 CS,$63.34
CEREAL HOT OAT QUICK,EA,74,12/42OZ,$5.28,4.00 EA,1.00 EA,$5.28
SUGAR GRANULATED XFN,CS,75,1/50 LB,$41.55,0.00 CS,1.00 CS,$41.55
SUGAR GRANULATED XFN,EA,75,1/50 LB,$41.55,0.00 EA,0.00 EA,$0.00
CORN STARCH,CS,76,24/1LB,$40.08,0.00 CS,0.00 CS,$0.00
CORN STARCH,EA,76,24/1LB,$1.67,21.00 EA,18.00 EA,$30.06
BAKING SODA,CS,77,24/16OZ,$27.91,0.00 CS,0.00 CS,$0.00
BAKING SODA,EA,77,24/16OZ,$1.16,19.00 EA,19.00 EA,$22.10
RICE PARBOILED,CS,78,1/25 LB,$14.36,0.00 CS,0.00 CS,$0.00
RICE PARBOILED,EA,78,1/25 LB,$14.36,0.00 EA,0.00 EA,$0.00
COUSCOUS TRADITIONAL,CS,79,1/10 LB,$47.48,0.00 CS,0.00 CS,$0.00
COUSCOUS TRADITIONAL,EA,79,1/10 LB,$47.48,0.00 EA,0.00 EA,$0.00
GRAIN WHEAT WHOLE FARRO,CS,80,1/10LB,$66.40,1.00 CS,1.00 CS,$66.40
GRAIN WHEAT WHOLE FARRO,EA,80,1/10LB,$66.40,0.00 EA,0.00 EA,$0.00
PASTA PENNE RIGATE,CS,81,2/10 LB,$25.08,3.25 CS,5.25 CS,$131.67
PASTA PENNE RIGATE,EA,81,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
QUINOA GRAIN RED,CS,82,1/10#,$34.20,0.00 CS,0.00 CS,$0.00
QUINOA GRAIN RED,EA,82,1/10#,$34.20,0.00 EA,0.00 EA,$0.00
PASTA ORZO,CS,83,16/1 LB,$26.81,1.00 CS,1.00 CS,$26.81
PASTA ORZO,EA,83,16/1 LB,$1.68,0.00 EA,0.00 EA,$0.00
PASTA SPAGHETTI,CS,84,2/10 LB,$25.08,1.00 CS,0.00 CS,$0.00
PASTA SPAGHETTI,EA,84,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
PASTA FETTUCINE,CS,85,2/10 LB,$25.08,2.75 CS,1.50 CS,$37.62
PASTA FETTUCINE,EA,85,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
PASTA ROTINI FUSILLI,CS,86,2/10 LB,$25.08,0.00 CS,0.00 CS,$0.00
PASTA ROTINI FUSILLI,EA,86,2/10 LB,$12.54,8.00 EA,8.00 EA,$100.32
PASTA LINGUINE,CS,87,2/10 LB,$25.08,4.00 CS,3.50 CS,$87.78
PASTA LINGUINE,EA,87,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
PEPPER RED ROASTED WHOLE,CS,88,12/28 OZ,$43.21,5.00 CS,5.00 CS,$216.05
PEPPER RED ROASTED WHOLE,EA,88,12/28 OZ,$3.60,2.00 EA,2.00 EA,$7.20
PASTA MACARONI ELBOW,CS,89,2/10 LB,$25.08,1.50 CS,0.00 CS,$0.00
PASTA MACARONI ELBOW,EA,89,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
OLIVE RIPE SLICED,CS,90,6/#10,$81.45,0.00 CS,0.00 CS,$0.00
OLIVE RIPE SLICED,EA,90,6/#10,$13.58,9.00 EA,9.00 EA,$122.22
BEAN GARBANZO LOW SODIUM,CS,91,6/#10,$38.78,1.00 CS,1.00 CS,$38.78
BEAN GARBANZO LOW SODIUM,EA,91,6/#10,$6.46,4.00 EA,4.00 EA,$25.85
BEAN KIDNEY DK RED LOW SODIUM,CS,92,6/#10,$38.78,4.00 CS,4.00 CS,$155.12
BEAN KIDNEY DK RED LOW SODIUM,EA,92,6/#10,$6.46,8.00 EA,2.00 EA,$12.93
BEAN BLACK LOW SODIUM,CS,93,6/#10,$38.78,0.00 CS,0.00 CS,$0.00
BEAN BLACK LOW SODIUM,EA,93,6/#10,$6.46,19.00 EA,19.00 EA,$122.80
BEAN BAKED VEGETARIAN RED SOD,CS,94,6/#10,$51.92,0.00 CS,0.00 CS,$0.00
BEAN BAKED VEGETARIAN RED SOD,EA,94,6/#10,$8.65,1.00 EA,1.00 EA,$8.65
PALM HEART WHL,CS,95,12/14 OZ,$29.33,0.00 CS,0.00 CS,$0.00
PALM HEART WHL,EA,95,12/14 OZ,$2.44,0.00 EA,0.00 EA,$0.00
CHOCOLATE CHIP MINI SEMISWT 4M,CS,96,1/25LB,$112.02,0.00 CS,0.00 CS,$0.00
CHOCOLATE CHIP MINI SEMISWT 4M,EA,96,1/25LB,$112.00,0.00 EA,0.00 EA,$0.00
BEET DICED FCY,CS,97,6/#10,$44.17,0.00 CS,0.00 CS,$0.00
BEET DICED FCY,EA,97,6/#10,$7.36,6.00 EA,6.00 EA,$44.17
CRANBERRY DRIED CRAISINS,CS,98,2/48 OZ,$17.74,6.00 CS,5.00 CS,$88.70
CRANBERRY DRIED CRAISINS,EA,98,2/48 OZ,$8.87,0.00 EA,0.00 EA,$0.00
PEPPERONCINI SLICED IMPORTED,CS,99,4/1GAL,$48.73,0.00 CS,0.00 CS,$0.00
PEPPERONCINI SLICED IMPORTED,EA,99,4/1GAL,$12.18,22.00 EA,22.00 EA,$267.96
ALMOND BLANCHED SLICED,CS,100,3/2LB,$60.59,0.00 CS,0.00 CS,$0.00
ALMOND BLANCHED SLICED,EA,100,3/2LB,$20.20,0.00 EA,0.00 EA,$0.00
VINEGAR WINE RED PLS,CS,101,4/1 GAL,$47.65,0.00 CS,0.00 CS,$0.00
VINEGAR WINE RED PLS,EA,101,4/1 GAL,$11.91,5.00 EA,3.00 EA,$35.73
SAUCE KOREAN GOCHUJANG PEPPER,CS,102,4/.5 GAL,$51.27,0.00 CS,0.00 CS,$0.00
SAUCE KOREAN GOCHUJANG PEPPER,EA,102,4/.5 GAL,$12.82,1.00 EA,1.00 EA,$12.82
SAUCE CHILI SWEET RED HOT,CS,103,4/.5 GAL,$49.10,0.00 CS,0.00 CS,$0.00
SAUCE CHILI SWEET RED HOT,EA,103,4/.5 GAL,$12.28,13.00 EA,8.00 EA,$98.24
SAUCE ORANGE ZSTY,CS,104,4/.5GAL,$55.08,0.00 CS,0.00 CS,$0.00
SAUCE ORANGE ZSTY,EA,104,4/.5GAL,$13.77,9.00 EA,6.00 EA,$82.62
SAUCE WING BUFFALO RTU,CS,105,4/1 GAL,$56.06,0.00 CS,0.00 CS,$0.00
SAUCE WING BUFFALO RTU,EA,105,4/1 GAL,$14.02,5.00 EA,0.00 EA,$0.00
OIL SESAME SEED JAPANESE,CS,106,12/12OZ,$69.06,1.00 CS,1.00 CS,$69.06
OIL SESAME SEED JAPANESE,EA,106,12/12OZ,$5.76,4.00 EA,3.00 EA,$17.28
SAUCE BOURBON STY,CS,107,4/.5 GAL,$70.84,0.00 CS,0.00 CS,$0.00
SAUCE BOURBON STY,EA,107,4/.5 GAL,$17.71,3.00 EA,0.00 EA,$0.00
BEAN PINTO LOW SODIUM,CS,108,6/#10,$38.78,4.00 CS,2.00 CS,$77.56
BEAN PINTO LOW SODIUM,EA,108,6/#10,$6.46,13.00 EA,13.00 EA,$84.02
SALSA PICANTE MEDIUM,CS,109,4/1 GAL,$65.64,0.00 CS,0.00 CS,$0.00
SALSA PICANTE MEDIUM,EA,109,4/1 GAL,$16.41,14.00 EA,4.00 EA,$65.64
SAUCE TARTAR CREAMY,CS,110,4/1 GAL,$76.71,0.00 CS,0.00 CS,$0.00
SAUCE TARTAR CREAMY,EA,110,4/1 GAL,$19.18,5.00 EA,5.00 EA,$95.90
SEASONING LIQUID SMOKE,CS,111,4/1 GAL,$44.74,0.00 CS,0.00 CS,$0.00
SEASONING LIQUID SMOKE,EA,111,4/1 GAL,$11.18,0.00 EA,0.00 EA,$0.00
SAUCE BBQ SWEET MEMPHIS,CS,112,4/1 GAL,$51.73,0.00 CS,0.00 CS,$0.00
SAUCE BBQ SWEET MEMPHIS,EA,112,4/1 GAL,$12.93,0.00 EA,0.00 EA,$0.00
SPICE SESAME SEED BLK,EA,113,1/18OZ,$14.78,0.00 EA,0.00 EA,$0.00
